ubigeo,distrito,provincia,departamento,area_km2,centroid_lon,centroid_lat,n_facilities,n_active,n_emergency,n_primary,n_uncategorised,n_ccpp,dist_km_nearest_any,dist_km_nearest_emergency,facility_density_per100km2
090718,TINTAY PUNCU,TAYACAJA,HUANCAVELICA,440.1,-74.48464,-12.201827,4,4,0,4,0,99,1.826,46.811,0.9089
100101,HUANUCO,HUANUCO,HUANUCO,127.77,-76.296679,-9.896581,49,49,1,23,25,74,3.607,7.487,38.3502
100102,AMARILIS,HUANUCO,HUANUCO,133.3,-76.188221,-9.950231,11,11,2,6,3,86,1.938,5.8,8.2521
100103,CHINCHAO,HUANUCO,HUANUCO,1399.1,-76.037773,-9.654499,4,4,0,4,0,194,3.138,37.256,0.2859
100104,CHURUBAMBA,HUANUCO,HUANUCO,513.52,-76.265769,-9.685234,7,7,0,7,0,166,7.31,27.038,1.3631
100105,MARGOS,HUANUCO,HUANUCO,279.87,-76.527644,-10.033607,4,4,0,4,0,187,3.076,32.868,1.4292
100106,QUISQUI,HUANUCO,HUANUCO,174.46,-76.420807,-9.869245,3,3,0,3,0,85,4.044,21.239,1.7196
100107,SAN FRANCISCO DE CAYRAN,HUANUCO,HUANUCO,148.04,-76.330537,-9.996754,2,2,0,2,0,70,5.356,11.367,1.351
100108,SAN PEDRO DE CHAULAN,HUANUCO,HUANUCO,269.52,-76.421822,-10.078518,3,3,0,3,0,198,7.308,24.746,1.1131
100109,SANTA MARIA DEL VALLE,HUANUCO,HUANUCO,452.1,-76.312688,-9.793388,11,11,0,11,0,219,1.638,17.084,2.4331
100110,YARUMAYO,HUANUCO,HUANUCO,61.68,-76.440166,-9.955831,3,3,0,3,0,45,1.958,21.767,4.8638
100111,PILLCO MARCA,HUANUCO,HUANUCO,77.35,-76.281241,-10.040376,5,5,0,2,3,30,6.318,11.575,6.4641
100201,AMBO,AMBO,HUANUCO,287.02,-76.141179,-10.150137,7,7,0,7,0,104,4.158,25.417,2.4389
100202,COLPAS,AMBO,HUANUCO,157.01,-76.370604,-10.215208,3,3,0,3,0,137,0.23,33.219,1.9107
100203,COLPAS,AMBO,HUANUCO,176.9,-76.464362,-10.244393,3,3,0,3,0,97,3.863,41.271,1.6959
100204,CONCHAMARCA,AMBO,HUANUCO,112.13,-76.209591,-10.04868,2,2,0,2,0,84,1.76,12.197,1.7836
100205,HUACAR,AMBO,HUANUCO,237.86,-76.269609,-10.195297,4,4,0,4,0,203,3.833,28.044,1.6817
100206,SAN FRANCISCO,AMBO,HUANUCO,118.86,-76.287334,-10.332385,3,3,0,3,0,57,1.247,37.223,2.524
100207,SAN RAFAEL,AMBO,HUANUCO,440.37,-76.126342,-10.328929,10,10,0,10,0,158,1.903,39.943,2.2708
100208,TOMAY KICHWA,AMBO,HUANUCO,41.59,-76.179148,-10.064875,1,1,0,1,0,38,4.276,15.121,2.4044
100301,LA UNION,DOS DE MAYO,HUANUCO,169.31,-76.794696,-9.907887,2,2,0,2,0,77,5.858,60.728,1.1813
100307,CHUQUIS,DOS DE MAYO,HUANUCO,151.67,-76.632333,-9.64828,4,4,0,4,0,115,3.784,53.342,2.6373
100311,MARIAS,DOS DE MAYO,HUANUCO,642.58,-76.423495,-9.546932,5,5,0,5,0,182,5.333,46.882,0.7781
100313,PACHAS,DOS DE MAYO,HUANUCO,269.01,-76.830736,-9.691977,6,6,0,6,0,259,3.822,53.564,2.2304
100316,QUIVILLA,DOS DE MAYO,HUANUCO,37.21,-76.687271,-9.576025,1,1,0,1,0,62,4.044,58.783,2.6874
100317,RIPAN,DOS DE MAYO,HUANUCO,76.24,-76.843692,-9.810531,3,3,0,3,0,107,0.574,62.873,3.9349
100321,SHUNQUI,DOS DE MAYO,HUANUCO,32.59,-76.809773,-9.750516,2,2,0,2,0,64,1.532,59.899,6.1369
100322,SILLAPATA,DOS DE MAYO,HUANUCO,72.96,-76.766863,-9.793823,1,1,0,1,0,111,4.141,59.883,1.3706
100323,YANAS,DOS DE MAYO,HUANUCO,37.34,-76.731535,-9.714659,1,1,0,1,0,75,1.721,59.236,2.6781
100401,HUACAYBAMBA,HUACAYBAMBA,HUANUCO,552.32,-76.839109,-8.958619,3,3,0,3,0,130,12.374,55.714,0.5432
100402,CANCHABAMBA,HUACAYBAMBA,HUANUCO,184.58,-77.107754,-8.84742,2,2,0,2,0,31,4.105,39.391,1.0835
100403,COCHABAMBA,HUACAYBAMBA,HUANUCO,681.49,-76.626708,-9.09747,2,2,0,2,0,65,16.089,65.328,0.2935
100404,PINRA,HUACAYBAMBA,HUANUCO,285.74,-77.000771,-8.914375,3,3,0,3,0,62,2.117,50.745,1.0499
100501,LLATA,HUAMALÍES,HUANUCO,414.03,-76.903264,-9.613982,7,7,0,6,1,211,3.064,41.826,1.6907
100502,ARANCAY,HUAMALÍES,HUANUCO,116.65,-76.733154,-9.137472,1,1,0,1,0,26,4.32,52.853,0.8573
100503,CHAVIN DE PARIARCA,HUAMALÍES,HUANUCO,91.33,-76.754706,-9.437555,3,3,0,3,0,131,5.99,46.593,3.2848
100504,JACAS GRANDE,HUAMALÍES,HUANUCO,219.36,-76.668413,-9.5152,5,5,0,5,0,202,3.266,58.101,2.2794
100505,JIRCAN,HUAMALÍES,HUANUCO,237.72,-76.644024,-9.216541,1,1,0,1,0,80,8.927,59.203,0.4207
100506,MIRAFLORES,HUAMALÍES,HUANUCO,95.63,-76.870747,-9.449646,1,1,0,1,0,75,5.677,34.736,1.0457
100507,MONZON,HUAMALÍES,HUANUCO,1403.15,-76.387927,-9.331259,10,10,0,10,0,116,0.871,42.485,0.7127
100508,PUNCHAO,HUAMALÍES,HUANUCO,40.5,-76.835907,-9.441412,1,1,0,1,0,22,2.878,38.081,2.4691
100509,PUÑOS,HUAMALÍES,HUANUCO,98.44,-76.896875,-9.503066,3,3,0,3,0,120,1.695,34.686,3.0475
100510,SINGA,HUAMALÍES,HUANUCO,161.36,-76.835307,-9.3626,4,4,0,4,0,59,2.712,36.599,2.4789
100511,TANTAMAYO,HUAMALÍES,HUANUCO,280.36,-76.669953,-9.375625,3,3,0,3,0,100,4.469,54.819,1.0701
100601,RUPA-RUPA,LEONCIO PRADO,HUANUCO,368.77,-76.085294,-9.195989,12,12,1,6,5,51,3.147,13.553,3.2541
100602,DANIEL ALOMIA ROBLES,LEONCIO PRADO,HUANUCO,701.21,-75.7752,-9.360413,4,4,0,4,0,53,11.38,25.351,0.5704
100603,HERMILIO VALDIZAN,LEONCIO PRADO,HUANUCO,121.9,-75.875523,-9.139512,6,6,0,6,0,24,4.192,19.07,4.9221
100604,JOSE CRESPO Y CASTILLO,LEONCIO PRADO,HUANUCO,2858.94,-76.108675,-8.85671,6,6,0,6,0,134,2.537,47.706,0.2099
100605,LUYANDO 1/,LEONCIO PRADO,HUANUCO,110.78,-75.952939,-9.240113,7,7,1,6,0,47,4.239,5.134,6.3188
100606,MARIANO DAMASO BERAUN,LEONCIO PRADO,HUANUCO,744.47,-76.030571,-9.394658,5,5,0,5,0,58,6.569,10.435,0.6716
100701,HUACRACHUCO,MARAÑON,HUANUCO,701.09,-77.173061,-8.604812,8,8,0,8,0,135,2.566,39.351,1.1411
100702,CHOLON,TOCACHE,HUANUCO,4155.57,-76.599808,-8.739774,5,5,0,5,0,115,23.002,61.487,0.1203
100703,SAN BUENAVENTURA,MARAÑON,HUANUCO,92.65,-77.148032,-8.768788,3,3,0,3,0,88,4.359,35.147,3.238
100801,PANAO,PACHITEA,HUANUCO,1609.1,-75.896716,-10.14833,5,5,0,5,0,175,3.361,44.126,0.3107
100802,CHAGLLA,PACHITEA,HUANUCO,1078.76,-75.797572,-9.736879,4,4,0,4,0,104,11.419,52.537,0.3708
100803,MOLINO,PACHITEA,HUANUCO,237.66,-76.058076,-9.996389,5,5,0,5,0,121,3.318,20.93,2.1038
100804,UMARI,PACHITEA,HUANUCO,157.09,-76.027897,-9.868149,4,4,0,4,0,76,0.811,23.776,2.5463
100901,PUERTO INCA,PUERTO INCA,HUANUCO,2388.79,-74.966846,-9.288942,10,10,0,10,0,70,9.562,107.701,0.4186
100902,CODO DEL POZUZO,PUERTO INCA,HUANUCO,3221.29,-75.466486,-9.634309,8,8,0,8,0,70,3.892,69.178,0.2483
100903,HONORIA,PUERTO INCA,HUANUCO,948.54,-74.696823,-8.713861,6,6,0,6,0,46,6.091,37.648,0.6326
100904,TOURNAVISTA,PUERTO INCA,HUANUCO,1739.89,-74.866389,-9.001327,4,4,0,4,0,48,10.295,74.16,0.2299
100905,YUYAPICHIS,PUERTO INCA,HUANUCO,2065.39,-74.998455,-9.647349,6,6,0,6,0,63,3.33,111.5,0.2905
101001,JESUS,LAURICOCHA,HUANUCO,454.93,-76.755547,-10.218524,3,3,0,3,0,550,9.063,63.992,0.6594
101002,BAÑOS,LAURICOCHA,HUANUCO,192.12,-76.783863,-10.107367,3,3,0,3,0,229,7.361,62.11,1.5615
101003,JIVIA,LAURICOCHA,HUANUCO,62.08,-76.65632,-10.035476,1,1,0,1,0,117,5.457,46.551,1.6108
101004,QUEROPALCA,LAURICOCHA,HUANUCO,133.26,-76.865858,-10.187512,1,1,0,1,0,133,18.123,73.524,0.7504
101005,RONDOS,LAURICOCHA,HUANUCO,172.67,-76.72043,-9.968487,9,9,0,9,0,305,4.37,52.527,5.2123
101006,SAN FRANCISCO DE ASIS,LAURICOCHA,HUANUCO,86.28,-76.627509,-9.978377,2,2,0,2,0,147,3.534,42.441,2.318
101007,SAN MIGUEL DE CAURI,LAURICOCHA,HUANUCO,821.04,-76.637575,-10.298922,3,3,0,3,0,828,3.954,58.517,0.3654
101101,CHAVINILLO,YAROWILCA,HUANUCO,206.17,-76.551285,-9.808069,5,5,0,5,0,125,2.907,37.015,2.4252
101102,CAHUAC,YAROWILCA,HUANUCO,29.65,-76.649323,-9.864632,1,1,0,1,0,58,2.316,45.499,3.3727
101103,CHACABAMBA,YAROWILCA,HUANUCO,16.45,-76.632137,-9.900569,2,2,0,2,0,55,2.963,43.034,12.1581
101104,APARICIO POMARES,YAROWILCA,HUANUCO,183.72,-76.576873,-9.716246,3,3,0,3,0,93,8.004,44.099,1.6329
101105,JACAS CHICO,YAROWILCA,HUANUCO,37.95,-76.509088,-9.875167,1,1,0,1,0,47,1.315,30.233,2.635
101106,OBAS,YAROWILCA,HUANUCO,124.18,-76.681316,-9.826926,5,5,0,5,0,167,0.459,49.86,4.0264
101107,PAMPAMARCA,YAROWILCA,HUANUCO,72.97,-76.707751,-9.765882,1,1,0,1,0,95,4.83,54.713,1.3704
101108,CHORAS,YAROWILCA,HUANUCO,61.03,-76.571817,-9.911815,2,2,0,2,0,61,2.159,36.326,3.2771
110101,ICA,ICA,ICA,886.5,-75.906622,-14.213831,109,109,15,70,24,29,20.912,23.477,12.2955
110102,LA TINGUIÑA,ICA,ICA,81.59,-75.673473,-14.010785,3,3,0,3,0,42,4.124,7.933,3.6769
110103,LOS AQUIJES,ICA,ICA,90.67,-75.640609,-14.074034,6,6,0,6,0,38,4.65,9.11,6.6174
110104,OCUCAJE,ICA,ICA,1399.79,-75.780744,-14.484076,4,4,0,4,0,37,15.417,45.583,0.2858
110105,PACHACUTEC,ICA,ICA,41.43,-75.651663,-14.160411,2,2,0,2,0,27,4.157,12.456,4.8274
110106,PARCONA,ICA,ICA,17.23,-75.700448,-14.056867,6,6,0,4,2,25,0.831,3.171,34.823
110107,PUEBLO NUEVO,ICA,ICA,30.67,-75.67581,-14.124515,5,5,0,4,1,28,1.086,7.751,16.3026
110108,SALAS,ICA,ICA,657.44,-75.875775,-13.921771,6,6,0,5,1,229,8.418,21.716,0.9126
110109,SAN JOSE DE LOS MOLINOS,ICA,ICA,360.38,-75.612432,-13.882073,4,4,0,4,0,48,4.628,23.114,1.1099
110110,SAN JUAN BAUTISTA,ICA,ICA,32.34,-75.733207,-13.973565,3,3,0,3,0,47,1.188,9.215,9.2764
110111,SANTIAGO,ICA,ICA,2767.92,-75.515238,-14.510614,6,6,0,6,0,86,12.757,53.383,0.2168
110112,SUBTANJALLA,ICA,ICA,186.02,-75.893234,-14.048166,7,7,0,7,0,7,13.542,16.424,3.763
110113,TATE,ICA,ICA,6.33,-75.703258,-14.151553,4,4,0,4,0,8,0.603,8.951,63.1912
110114,YAUCA DEL ROSARIO,ICA,ICA,1261.58,-75.434176,-14.100661,4,4,0,4,0,58,4.559,31.538,0.3171
110204,CHINCHA BAJA,CHINCHA,ICA,73.06,-76.150843,-13.496673,3,3,0,3,0,63,0.163,9.235,4.1062
110205,EL CARMEN,CHINCHA,ICA,754.96,-75.915379,-13.512216,4,4,0,4,0,74,16.639,25.235,0.5298
110301,NAZCA,NAZCA,ICA,1143.39,-75.036835,-14.857056,16,16,1,15,0,100,6.489,10.65,1.3993
110302,CHANGUILLO,NAZCA,ICA,954.72,-75.334368,-14.80163,4,4,0,4,0,35,3.762,42.244,0.419
110303,EL INGENIO,NAZCA,ICA,611.32,-75.007086,-14.677757,3,3,0,3,0,50,6.686,17.944,0.4907
110304,MARCONA,NAZCA,ICA,1943.92,-75.069338,-15.14245,8,8,0,7,1,17,26.226,37.414,0.4115
110305,VISTA ALEGRE,NAZCA,ICA,534.1,-74.828005,-14.928478,7,7,0,6,1,46,6.598,16.647,1.3106
110401,PALPA,PALPA,ICA,131.32,-75.131569,-14.489731,13,13,0,10,3,52,1.268,42.526,9.8995
110402,LLIPATA,PALPA,ICA,182.5,-75.158726,-14.59466,1,1,0,1,0,21,5.781,34.693,0.5479
110403,RIO GRANDE,PALPA,ICA,313.65,-75.147543,-14.345667,4,4,0,4,0,45,11.731,57.668,1.2753
110404,SANTA CRUZ,PALPA,ICA,253.7,-75.257666,-14.471164,3,3,0,3,0,34,1.9,51.989,1.1825
110405,TIBILLO,PALPA,ICA,335.84,-75.160927,-14.150382,1,1,0,1,0,56,6.393,61.477,0.2978
110501,PISCO,PISCO,ICA,22.94,-76.190038,-13.702179,32,32,4,22,6,23,1.473,1.473,139.4943
110502,HUANCANO,PISCO,ICA,898.33,-75.6159,-13.555177,2,2,0,2,0,58,5.012,56.831,0.2226
110503,HUMAY,PISCO,ICA,909.64,-75.817987,-13.744102,4,4,0,4,0,60,8.107,35.875,0.4397
110504,INDEPENDENCIA,PISCO,ICA,268.59,-76.013005,-13.646857,6,6,0,6,0,58,0.357,20.069,2.2339
110505,PARACAS,PISCO,ICA,1426.27,-76.157884,-14.046829,6,6,0,5,1,27,16.462,36.636,0.4207
110506,SAN ANDRES,PISCO,ICA,232.36,-76.106861,-13.804202,4,4,0,3,1,35,4.628,13.033,1.7215
110507,SAN CLEMENTE,PISCO,ICA,134.09,-76.142976,-13.642071,5,5,0,5,0,34,4.301,9.229,3.7288
110508,TUPAC AMARU INCA,PISCO,ICA,56.13,-76.110684,-13.725872,5,5,0,5,0,16,4.314,8.148,8.9079
120101,HUANCAYO,HUANCAYO,JUNÍN,226.68,-75.071268,-11.993325,244,244,6,71,167,19,3.444,17.472,107.6407
120104,CARHUACALLANGA,HUANCAYO,JUNÍN,13.09,-75.202581,-12.355429,1,1,0,1,0,11,0.641,31.299,7.6394
120105,CHACAPAMPA,HUANCAYO,JUNÍN,125.29,-75.257128,-12.410414,4,4,0,3,1,23,5.679,37.511,3.1926
120106,CHICCHE,HUANCAYO,JUNÍN,41.45,-75.293387,-12.290757,3,3,0,3,0,19,0.87,25.314,7.2376
120107,CHILCA,HUANCAYO,JUNÍN,26.82,-75.183153,-12.079052,28,28,0,19,9,13,0.892,3.521,104.3997
120108,CHONGOS ALTO,HUANCAYO,JUNÍN,701.89,-75.437229,-12.485641,1,1,0,1,0,60,22.892,51.302,0.1425
120111,CHUPURO,HUANCAYO,JUNÍN,41.57,-75.241137,-12.209825,3,3,0,3,0,17,3.074,15.278,7.2167
120112,COLCA,HUANCAYO,JUNÍN,110.8,-75.191246,-12.314222,2,2,0,2,0,32,2.957,26.878,1.8051
120113,CULLHUAS,HUANCAYO,JUNÍN,110.82,-75.154706,-12.251791,4,4,0,4,0,27,2.991,21.068,3.6095
120114,EL TAMBO,HUANCAYO,JUNÍN,166.34,-75.16108,-11.971953,100,100,4,35,61,27,5.105,11.307,60.1178
120116,HUACRAPUQUIO,HUANCAYO,JUNÍN,24.33,-75.209351,-12.1867,1,1,0,1,0,12,2.08,12.643,4.1102
120117,HUALHUAS,HUANCAYO,JUNÍN,13.61,-75.244122,-11.967975,1,1,0,1,0,8,1.708,9.489,7.3475
120119,HUANCAN,HUANCAYO,JUNÍN,12.26,-75.204099,-12.110517,2,2,0,2,0,11,0.419,4.565,16.3132
120120,HUASICANCHA,HUANCAYO,JUNÍN,52.0,-75.286088,-12.371222,1,1,0,1,0,14,4.325,33.715,1.9231
120121,HUAYUCACHI,HUANCAYO,JUNÍN,14.04,-75.222066,-12.13441,2,2,0,2,0,10,0.671,6.79,14.245
120122,INGENIO,HUANCAYO,JUNÍN,54.09,-75.222949,-11.853733,2,2,0,2,0,19,6.273,21.982,3.6975
120124,PARIAHUANCA,HUANCAYO,JUNÍN,580.35,-74.877003,-11.952181,10,10,0,10,0,92,3.726,38.898,1.7231
120125,PILCOMAYO,HUANCAYO,JUNÍN,8.88,-75.25423,-12.047475,1,1,0,1,0,3,0.866,2.831,11.2613
120126,PUCARA,HUANCAYO,JUNÍN,111.24,-75.100514,-12.180197,5,5,0,5,0,31,1.547,17.353,4.4948
120127,QUICHUAY,HUANCAYO,JUNÍN,30.45,-75.248666,-11.845602,1,1,0,1,0,25,4.744,22.975,3.2841
120128,QUILCAS,HUANCAYO,JUNÍN,159.53,-75.166152,-11.882247,2,2,0,2,0,71,10.897,20.014,1.2537
120129,SAN AGUSTIN,HUANCAYO,JUNÍN,26.2,-75.234476,-11.989008,2,2,0,2,0,13,1.462,7.042,7.6336
120130,SAN JERONIMO DE TUNAN,HUANCAYO,JUNÍN,21.02,-75.286374,-11.937409,1,1,0,1,0,6,1.705,14.184,4.7574
120132,SAÑO,HUANCAYO,JUNÍN,12.98,-75.246883,-11.950618,1,1,0,1,0,12,1.532,11.432,7.7042
120133,SAPALLANGA,HUANCAYO,JUNÍN,123.47,-75.139738,-12.113858,6,6,0,6,0,36,2.769,9.437,4.8595
120134,SICAYA,HUANCAYO,JUNÍN,41.94,-75.287512,-12.019011,1,1,0,1,0,14,0.685,7.391,2.3844
120135,SANTO DOMINGO DE ACOBAMBA,HUANCAYO,JUNÍN,876.36,-74.693629,-11.854761,9,9,0,9,0,82,2.066,52.134,1.027
120136,VIQUES,HUANCAYO,JUNÍN,6.1,-75.227676,-12.160532,1,1,0,1,0,4,0.39,9.701,16.3934
120201,CONCEPCION,CONCEPCION,JUNÍN,18.23,-75.313515,-11.912462,3,3,0,1,2,18,1.106,18.023,16.4564
120202,ACO,CONCEPCION,JUNÍN,38.9,-75.39708,-11.955337,3,3,0,3,0,6,0.885,21.242,7.7121
120203,ANDAMARCA,CONCEPCION,JUNÍN,505.51,-74.857173,-11.69634,4,4,0,4,0,69,6.331,49.777,0.7913
120204,CHAMBARA,CONCEPCION,JUNÍN,109.13,-75.436486,-12.005604,4,4,0,4,0,22,3.939,23.201,3.6654
120205,COCHAS,CONCEPCION,JUNÍN,108.35,-75.141367,-11.620063,4,4,0,4,0,28,0.965,42.462,3.6917
120206,COMAS,CONCEPCION,JUNÍN,948.4,-75.048968,-11.665474,7,7,0,7,0,118,4.069,47.056,0.7381
120207,HEROINAS TOLEDO,CONCEPCION,JUNÍN,25.09,-75.281778,-11.83874,1,1,0,1,0,20,1.061,24.327,3.9857
120208,MANZANARES,CONCEPCION,JUNÍN,17.39,-75.364479,-12.00189,1,1,0,1,0,6,2.676,15.8,5.7504
120209,MARISCAL CASTILLA,CONCEPCION,JUNÍN,56.23,-75.105344,-11.589052,1,1,0,1,0,33,3.087,47.474,1.7784
120210,MATAHUASI,CONCEPCION,JUNÍN,23.6,-75.357435,-11.881847,3,3,0,3,0,17,1.065,19.093,12.7119
120211,MITO,CONCEPCION,JUNÍN,25.2,-75.351751,-11.928801,3,3,0,3,0,7,0.696,19.14,11.9048
120212,NUEVE DE JULIO,CONCEPCION,JUNÍN,6.85,-75.314627,-11.889899,1,1,0,1,0,7,0.757,20.262,14.5985
120213,ORCOTUNA,CONCEPCION,JUNÍN,45.06,-75.328226,-11.975332,2,2,0,2,0,6,2.395,13.785,4.4385
120214,SAN JOSE DE QUERO,CONCEPCION,JUNÍN,307.99,-75.572684,-12.076256,6,6,0,6,0,61,2.411,34.082,1.9481
120215,SANTA ROSA DE OCOPA,CONCEPCION,JUNÍN,16.12,-75.306847,-11.869931,2,2,0,2,0,11,1.09,21.901,12.4069
120301,CHANCHAMAYO,CHANCHAMAYO,JUNÍN,738.64,-75.35644,-11.032766,39,39,1,10,28,81,3.506,4.991,5.28
120302,PERENE,CHANCHAMAYO,JUNÍN,1490.54,-75.075967,-10.940153,28,28,0,27,1,242,1.907,22.362,1.8785
120303,PICHANAQUI,CHANCHAMAYO,JUNÍN,1242.37,-74.868713,-11.024979,34,34,1,23,10,180,2.499,10.981,2.7367
120304,SAN LUIS DE SHUARO,CHANCHAMAYO,JUNÍN,192.34,-75.272758,-10.843282,4,4,0,4,0,58,2.003,11.748,2.0797
120305,SAN RAMON,CHANCHAMAYO,JUNÍN,621.31,-75.405104,-11.156824,13,13,0,9,4,86,1.803,11.767,2.0924
120306,VITOC,CHANCHAMAYO,JUNÍN,393.04,-75.236609,-11.265041,3,3,0,3,0,36,10.454,23.84,0.7633
120401,JAUJA,JAUJA,JUNÍN,9.47,-75.491139,-11.774086,8,8,1,0,7,3,0.714,0.714,84.4773
120402,ACOLLA,JAUJA,JUNÍN,120.07,-75.567571,-11.662654,7,7,0,7,0,24,2.792,14.828,5.8299
120403,APATA,JAUJA,JUNÍN,419.53,-75.272506,-11.680636,5,5,0,5,0,120,11.96,26.68,1.1918
120404,ATAURA,JAUJA,JUNÍN,5.57,-75.447138,-11.795386,1,1,0,1,0,2,1.516,5.778,17.9533
120405,CANCHAYLLO,JAUJA,JUNÍN,946.21,-75.800015,-11.914969,2,2,0,1,1,22,15.406,36.365,0.2114
120406,CURICACA,JAUJA,JUNÍN,65.5,-75.669166,-11.768441,1,1,0,1,0,25,5.262,18.798,1.5267
120407,EL MANTARO,JAUJA,JUNÍN,17.88,-75.391567,-11.817831,1,1,0,1,0,9,1.143,12.319,5.5928
120408,HUAMALI,JAUJA,JUNÍN,19.66,-75.404089,-11.789628,1,1,0,1,0,10,2.413,10.201,5.0865
120409,HUARIPAMPA,JAUJA,JUNÍN,14.33,-75.480605,-11.82128,1,1,0,1,0,4,1.7,5.184,6.9784
120410,HUERTAS,JAUJA,JUNÍN,12.04,-75.46674,-11.764384,1,1,0,1,0,22,0.951,3.577,8.3056
120411,JANJAILLO,JAUJA,JUNÍN,32.5,-75.61872,-11.76563,1,1,0,1,0,21,1.04,13.338,3.0769
120412,JULCAN,JAUJA,JUNÍN,19.1,-75.428885,-11.754255,1,1,0,1,0,12,1.173,7.831,5.2356
120413,LEONOR ORDOÑEZ,JAUJA,JUNÍN,21.09,-75.431387,-11.869133,1,1,0,1,0,7,1.917,12.416,4.7416
120414,LLOCLLAPAMPA,JAUJA,JUNÍN,109.18,-75.625051,-11.834842,2,2,0,2,0,20,2.113,15.349,1.8318
120415,MARCO,JAUJA,JUNÍN,28.71,-75.567748,-11.76045,1,1,0,1,0,8,2.277,7.943,3.4831
120416,MASMA,JAUJA,JUNÍN,14.5,-75.422019,-11.780825,2,2,0,2,0,13,0.81,8.164,13.7931
120417,MASMA CHICCHE,JAUJA,JUNÍN,33.74,-75.364663,-11.774963,1,1,0,1,0,15,2.159,14.406,2.9638
120418,MOLINOS,JAUJA,JUNÍN,314.0,-75.339255,-11.594199,3,3,0,3,0,34,1.897,26.546,0.9554
120419,MONOBAMBA,JAUJA,JUNÍN,934.69,-75.23109,-11.408586,2,2,0,2,0,25,5.45,38.792,0.214
120420,MUQUI,JAUJA,JUNÍN,11.94,-75.437655,-11.838418,1,1,0,1,0,12,0.615,9.349,8.3752
120421,MUQUIYAUYO,JAUJA,JUNÍN,20.82,-75.459321,-11.834962,3,3,0,1,2,8,2.021,7.582,14.4092
120422,PACA,JAUJA,JUNÍN,34.0,-75.528453,-11.683167,2,2,0,2,0,10,3.12,10.956,5.8824
120423,PACCHA,JAUJA,JUNÍN,89.11,-75.533426,-11.880051,4,4,0,4,0,27,3.4,12.048,4.4888
120424,PANCAN,JAUJA,JUNÍN,11.39,-75.499028,-11.747512,2,2,0,2,0,4,1.468,3.294,17.5593
120425,PARCO,JAUJA,JUNÍN,33.96,-75.540602,-11.820616,2,2,0,2,0,16,0.145,6.762,5.8893
120426,POMACANCHA,JAUJA,JUNÍN,281.33,-75.689186,-11.632883,3,3,0,3,0,45,5.896,22.982,1.0664
120427,RICRAN,JAUJA,JUNÍN,319.84,-75.457521,-11.560029,2,2,0,2,0,61,7.447,24.397,0.6253
120428,SAN LORENZO,JAUJA,JUNÍN,24.31,-75.378525,-11.83867,1,1,0,1,0,20,1.324,14.573,4.1135
120429,SAN PEDRO DE CHUNAN,JAUJA,JUNÍN,8.71,-75.48931,-11.718924,1,1,0,1,0,5,0.794,6.5,11.4811
120430,SAUSA,JAUJA,JUNÍN,4.69,-75.483291,-11.792653,1,1,0,1,0,8,0.377,2.258,21.322
120431,SINCOS,JAUJA,JUNÍN,231.0,-75.513108,-11.942068,5,5,0,5,0,44,2.251,18.314,2.1645
120432,TUNAN MARCA,JAUJA,JUNÍN,32.68,-75.594739,-11.70682,1,1,0,1,0,9,3.376,13.204,3.06
120433,YAULI,JAUJA,JUNÍN,93.07,-75.471349,-11.678848,1,1,0,1,0,56,4.898,11.229,1.0745
120434,YAUYOS,JAUJA,JUNÍN,19.59,-75.514277,-11.795838,2,2,0,2,0,8,0.241,2.799,10.2093
120501,JUNIN,JUNÍN,JUNÍN,869.58,-76.011906,-11.188785,4,4,1,2,1,239,3.673,3.673,0.46
120502,CARHUAMAYO,JUNÍN,JUNÍN,204.56,-76.020984,-10.913933,1,1,0,1,0,90,4.858,27.149,0.4889
120503,ONDORES,JUNÍN,JUNÍN,289.46,-76.182012,-11.091403,3,3,0,3,0,177,3.596,21.388,1.0364
120504,ULCUMAYO,JUNÍN,JUNÍN,1132.11,-75.683915,-10.904486,15,15,0,14,1,175,10.828,42.219,1.325
120601,SATIPO,SATIPO,JUNÍN,815.09,-74.611818,-11.179616,20,20,1,11,8,159,6.052,8.239,2.4537
120602,COVIRIALI,SATIPO,JUNÍN,97.54,-74.651474,-11.317465,6,6,0,6,0,46,1.515,7.669,6.1513
120603,LLAYLLA,SATIPO,JUNÍN,308.18,-74.648973,-11.462935,3,3,0,3,0,35,8.677,17.688,0.9735
120605,PAMPA HERMOSA,SATIPO,JUNÍN,950.0,-74.841866,-11.413751,6,6,0,6,0,58,9.855,28.683,0.6316
120606,PANGOA,SATIPO,JUNÍN,6278.8,-74.306695,-11.730155,42,42,1,38,3,297,7.796,38.996,0.6689
120607,RIO NEGRO,SATIPO,JUNÍN,488.13,-74.690949,-11.103166,16,16,0,15,1,144,1.479,17.138,3.2778
120608,RIO TAMBO,SATIPO,JUNÍN,10210.37,-73.814632,-11.530541,24,24,0,24,0,206,27.224,74.62,0.2351
120701,TARMA,TARMA,JUNÍN,445.3,-75.758771,-11.45556,19,19,1,16,2,111,1.784,7.964,4.2668
120702,ACOBAMBA,TARMA,JUNÍN,107.18,-75.656833,-11.349134,6,6,0,6,0,45,0.919,9.262,5.5981
120703,HUARICOLCA,TARMA,JUNÍN,164.65,-75.616973,-11.525647,3,3,0,3,0,31,3.987,13.847,1.822
120704,HUASAHUASI,TARMA,JUNÍN,636.91,-75.625699,-11.127601,7,7,0,7,0,142,2.935,32.02,1.0991
